,Flux
342,16.749336138510326
343,24.509580796818714
344,32.006322841480795
345,37.96520847969285
346,41.530184415106284
347,42.67191712624115
348,42.258824718684856
349,41.4663724164359
350,41.05685795689262
351,41.12272683504424
352,41.211565723227366
353,40.520195090967384
354,38.234850606027045
355,33.82923084279949
356,27.37935789161209
357,19.774576601555804
358,12.512702473552663
359,6.924318595558275
360,6.395936524478097
361,12.863448480832846
362,22.162941458318947
363,32.431539412158315
364,41.154290743328964
365,46.52964176104228
366,48.112649987161646
367,47.14922572584045
368,45.659402360142295
369,44.850446095480116
370,44.85198367374606
371,45.519613049362704
372,46.625653362141286
373,47.286471398075655
374,46.00038614932272
375,41.66360105091361
376,34.2282416045408
377,24.764238059227452
378,15.37279846233278
379,8.157764804310435
380,8.344089761159315
381,16.810339152970194
382,28.489509833607684
383,40.46476618525707
384,49.24617184529442
385,53.04728563086225
386,52.978890123064566
387,51.763716830761894
388,51.15935336433103
389,51.189387139050034
390,51.31733563833229
391,51.394136246866424
392,51.70676259237224
393,52.31944759683671
394,52.093735723462856
395,48.86555567681527
396,41.17946736454662
397,29.91187847748745
398,18.18014328107331
399,9.241555774745908
400,0.0
401,0.0
402,0.0
403,0.0
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0
410,0.0
411,0.0
412,0.0
413,0.0
414,0.0
415,0.0
416,0.0
417,0.0
418,0.0
419,0.0
420,0.0
421,0.0
422,0.0
423,0.0
424,0.0
425,0.0
426,0.0
427,0.0
428,0.0
429,0.0
430,0.0
431,0.0
432,0.0
433,0.0
434,0.0
435,0.0
436,0.0
437,0.0
438,0.0
439,0.0
440,0.0
441,0.0
442,0.0
443,0.0
444,0.0
445,0.0
446,0.0
447,0.0
448,0.0
449,0.0
450,0.0
451,0.0
452,0.0
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,0.0
459,0.0
460,0.0
461,0.0
462,0.0
463,0.0
464,0.0
465,0.0
466,0.0
467,0.0
468,0.0
469,0.0
470,0.0
471,0.0
472,0.0
473,0.0
474,0.0
475,0.0
476,0.0
477,0.0
478,0.0
479,0.0
480,0.0
481,0.0
482,0.0
483,0.0
484,0.0
485,0.0
486,0.0
487,0.0
488,0.0
489,0.0
490,0.0
491,0.0
492,0.0
493,0.0
494,0.0
495,0.0
496,0.0
497,0.0
498,0.0
499,0.0
500,0.0
501,0.0
502,0.0
503,0.0
504,0.0
505,0.0
506,0.0
507,0.0
508,0.0
509,0.0
510,0.0
511,0.0
512,0.0
513,0.0
514,0.0
515,0.0
516,0.0
517,0.0
518,0.0
519,0.0
520,0.0
521,0.0
522,0.0
523,0.0
524,0.0
525,0.0
526,0.0
527,0.0
528,0.0
529,0.0
530,0.0
531,0.0
532,0.0
533,0.0
534,0.0
535,0.0
536,0.0
537,0.0
538,0.0
539,0.0
540,0.0
541,0.0
542,0.0
543,0.0
544,0.0
545,0.0
546,0.0
547,0.0
548,0.0
549,0.0
550,0.0
551,0.0
552,0.0
553,0.0
554,0.0
555,0.0
556,0.0
557,0.0
558,0.0
559,0.0
560,0.0
561,0.0
562,0.0
563,0.0
564,0.0
565,0.0
566,0.0
567,0.0
568,0.0
569,0.0
570,0.0
571,0.0
572,0.0
573,0.0
574,0.0
575,0.0
576,0.0
577,0.0
578,0.0
579,0.0
580,0.0
581,0.0
582,0.0
583,0.0
584,0.0
585,0.0
586,0.0
587,0.0
588,0.0
589,0.0
590,0.0
591,0.0
592,0.0
593,0.0
594,0.0
595,0.0
596,0.0
597,0.0
598,0.0
599,0.0
600,0.0
601,0.0
602,0.0
603,0.0
604,0.0
605,0.0
606,0.0
607,0.0
608,0.0
609,0.0
610,0.0
611,0.0
612,0.0
613,0.0
614,0.0
615,0.0
616,0.0
617,0.0
618,0.0
619,0.0
620,0.0
621,0.0
622,0.0
623,0.0
624,0.0
625,0.0
626,0.0
627,0.0
628,0.0
629,0.0
630,0.0
631,0.0
632,0.0
633,0.0
634,0.0
635,0.0
636,0.0
637,0.0
638,0.0
639,0.0
640,0.0
641,0.0
642,0.0
643,0.0
644,0.0
645,0.0
646,0.0
647,0.0
648,0.0
649,0.0
650,0.0
651,0.0
652,0.0
653,0.0
654,0.0
655,0.0
656,0.0
657,0.0
658,0.0
659,0.0
660,0.0
661,0.0
662,0.0
663,0.0
664,0.0
665,0.0
666,0.0
667,0.0
668,0.0
669,0.0
670,0.0
671,0.0
672,0.0
673,0.0
674,0.0
675,0.0
676,0.0
677,0.0
678,0.0
679,0.0
680,0.0
681,0.0
682,0.0
683,0.0
684,0.0
685,0.0
686,0.0
687,0.0
688,0.0
689,0.0
690,0.0
691,0.0
692,0.0
693,0.0
694,0.0
695,0.0
696,0.0
697,0.0
698,0.0
699,0.0
700,0.0
701,0.0
702,0.0
703,0.0
704,0.0
705,0.0
706,0.0
707,0.0
708,0.0
709,0.0
710,0.0
711,0.0
712,0.0
713,0.0
714,0.0
715,0.0
716,0.0
717,0.0
718,0.0
719,0.0
720,0.0
721,0.0
722,0.0
723,0.0
724,0.0
725,0.0
726,0.0
727,0.0
728,0.0
729,0.0
730,0.0
731,0.0
732,0.0
733,0.0
734,0.0
735,0.0
736,0.0
737,0.0
738,0.0
739,0.0
740,0.0
741,0.0
742,0.0
743,0.0
744,0.0
745,0.0
746,0.0
747,0.0
748,0.0
749,0.0
750,0.0
751,0.0
752,0.0
753,0.0
754,0.0
755,0.0
756,0.0
757,0.0
758,0.0
759,0.0
760,0.0
761,0.0
762,0.0
763,0.0
764,0.0
765,0.0
766,0.0
767,0.0
768,0.0
769,0.0
770,0.0
771,0.0
772,0.0
773,0.0
774,0.0
775,0.0
776,0.0
777,0.0
778,0.0
779,0.0
780,0.0
781,0.0
782,0.0
783,0.0
784,0.0
785,0.0
786,0.0
787,0.0
788,0.0
789,0.0
790,0.0
791,0.0
792,0.0
793,0.0
794,0.0
795,0.0
796,0.0
797,0.0
798,0.0
799,0.0
800,0.0
801,0.0
802,0.0
803,0.0
804,0.0
805,0.0
806,0.0
807,0.0
808,0.0
809,0.0
810,0.0
811,0.0
812,0.0
813,0.0
814,0.0
815,0.0
816,0.0
817,0.0
818,0.0
819,0.0
820,0.0
821,0.0
822,0.0
823,0.0
824,0.0
825,0.0
826,0.0
827,0.0
828,0.0
829,0.0
830,0.0
831,0.0
832,0.0
833,0.0
834,0.0
835,0.0
836,0.0
837,0.0
838,0.0
839,0.0
840,0.0
841,0.0
842,0.0
843,0.0
844,0.0
845,0.0
846,0.0
847,0.0
848,0.0
849,0.0
850,0.0
851,0.0
852,0.0
853,0.0
854,0.0
855,0.0
856,0.0
857,0.0
858,0.0
859,0.0
860,0.0
861,0.0
862,0.0
863,0.0
864,0.0
865,0.0
866,0.0
867,0.0
868,0.0
869,0.0
870,0.0
871,0.0
872,0.0
873,0.0
874,0.0
875,0.0
876,0.0
877,0.0
878,0.0
879,0.0
880,0.0
881,0.0
882,0.0
883,0.0
884,0.0
885,0.0
886,0.0
887,0.0
888,0.0
889,0.0
890,0.0
891,0.0
892,0.0
893,0.0
894,0.0
895,0.0
896,0.0
897,0.0
898,0.0
899,0.0
900,0.0
901,0.0
902,0.0
903,0.0
904,0.0
905,0.0
906,0.0
907,0.0
908,0.0
909,0.0
910,0.0
911,0.0
912,0.0
913,0.0
914,0.0
915,0.0
916,0.0
917,0.0
918,0.0
919,0.0
920,0.0
921,0.0
922,0.0
923,0.0
924,0.0
925,0.0
926,0.0
927,0.0
928,0.0
929,0.0
930,0.0
931,0.0
932,0.0
933,0.0
934,0.0
935,0.0
936,0.0
937,0.0
938,0.0
939,0.0
940,0.0
941,0.0
942,0.0
943,0.0
944,0.0
945,0.0
946,0.0
947,0.0
948,0.0
949,0.0
950,0.0
951,0.0
952,0.0
953,0.0
954,0.0
955,0.0
956,0.0
957,0.0
958,0.0
959,0.0
960,0.0
961,0.0
962,0.0
963,0.0
964,0.0
965,0.0
966,0.0
967,0.0
968,0.0
969,0.0
970,0.0
971,0.0
972,0.0
973,0.0
974,0.0
975,0.0
976,0.0
977,0.0
978,0.0
979,0.0
980,0.0
981,0.0
982,0.0
983,0.0
984,0.0
985,0.0
986,0.0
987,0.0
988,0.0
989,0.0
990,0.0
991,0.0
992,0.0
993,0.0
994,0.0
995,0.0
996,0.0
997,0.0
998,0.0
999,0.0
1000,0.0
1001,0.0
1002,0.0
1003,0.0
1004,0.0
1005,0.0
1006,0.0
1007,0.0
1008,0.0
1009,0.0
1010,0.0
1011,0.0
1012,0.0
1013,0.0
1014,0.0
1015,0.0
1016,0.0
1017,0.0
1018,0.0
1019,0.0
1020,0.0
1021,0.0
1022,0.0
1023,0.0
1024,0.0
1025,0.0
1026,0.0
1027,0.0
1028,0.0
1029,0.0
1030,0.0
1031,0.0
1032,0.0
1033,0.0
1034,0.0
1035,0.0
1036,0.0
1037,0.0
1038,0.0
1039,0.0
1040,0.0
1041,0.0
1042,0.0
1043,0.0
1044,0.0
1045,0.0
1046,0.0
1047,0.0
1048,0.0
1049,0.0
1050,0.0
1051,0.0
1052,0.0
1053,0.0
1054,0.0
1055,0.0
1056,0.0
1057,0.0
1058,0.0
1059,0.0
1060,0.0
1061,0.0
1062,0.0
1063,0.0
1064,0.0
1065,0.0
1066,0.0
1067,0.0
1068,0.0
1069,0.0
1070,0.0
1071,0.0
1072,0.0
1073,0.0
1074,0.0
1075,0.0
1076,0.0
1077,0.0
1078,0.0
1079,0.0
1080,0.0
1081,0.0
1082,0.0
1083,0.0
1084,0.0
1085,0.0
1086,0.0
1087,0.0
1088,0.0
1089,0.0
1090,0.0
1091,0.0
1092,0.0
1093,0.0
1094,0.0
1095,0.0
1096,0.0
1097,0.0
1098,0.0
1099,0.0
1100,0.0
1101,0.0
1102,0.0
1103,0.0
1104,0.0
1105,0.0
1106,0.0
1107,0.0
1108,0.0
1109,0.0
1110,0.0
1111,0.0
1112,0.0
1113,0.0
1114,0.0
1115,0.0
1116,0.0
1117,0.0
1118,0.0
1119,0.0
1120,0.0
1121,0.0
1122,0.0
1123,0.0
1124,0.0
1125,0.0
1126,0.0
1127,0.0
1128,0.0
1129,0.0
1130,0.0
1131,0.0
1132,0.0
1133,0.0
1134,0.0
1135,0.0
1136,0.0
1137,0.0
1138,0.0
1139,0.0
1140,0.0
1141,0.0
1142,0.0
1143,0.0
1144,0.0
1145,0.0
1146,0.0
1147,0.0
1148,0.0
1149,0.0
1150,0.0
1151,0.0
1152,0.0
1153,0.0
1154,0.0
1155,0.0
1156,0.0
1157,0.0
1158,0.0
1159,0.0
1160,0.0
1161,0.0
1162,0.0
1163,0.0
1164,0.0
1165,0.0
1166,0.0
1167,0.0
1168,0.0
1169,0.0
1170,0.0
1171,0.0
1172,0.0
1173,0.0
1174,0.0
1175,0.0
1176,0.0
1177,0.0
1178,0.0
1179,0.0
1180,0.0
1181,0.0
1182,0.0
1183,0.0
1184,0.0
1185,0.0
1186,0.0
1187,0.0
1188,0.0
1189,0.0
1190,0.0
1191,0.0
1192,0.0
1193,0.0
1194,0.0
1195,0.0
1196,0.0
1197,0.0
1198,0.0
1199,0.0
1200,27.322340689681724
1201,55.97764908155719
1202,94.50436073800772
1203,131.84040472387193
1204,156.46538511218
1205,163.87358857783966
1206,159.68490036416222
1207,153.49416942915315
1208,150.4224678903619
1209,150.28504944022282
1210,151.1411532814042
1211,152.0277190833794
1212,153.9113255467028
1213,158.1386847357069
1214,161.9781063514896
1215,156.93042659844804
1216,135.57108966924073
1217,99.54892211315835
1218,59.697421992575705
1219,28.927883424975704
1220,20.908827713199443
1221,41.939890178733066
1222,71.9744525018398
1223,104.44571989130016
1224,130.94676300169257
1225,145.9336112011289
1226,148.86966222153023
1227,144.92004343954844
1228,140.72561630785594
1229,139.12326898886965
1230,139.73182092548728
1231,141.8699422180441
1232,145.0395624023921
1233,147.2144410809402
1234,144.16258140425026
1235,131.89977477558526
1236,109.23730647886046
1237,79.03545165902533
1238,48.45581865792195
1239,25.04629707728732
1240,17.33288297144274
1241,33.08141343690619
1242,54.88728009421957
1243,79.47265629755752
1244,102.41405447544149
1245,119.88014253780445
1246,129.44012834060896
1247,131.41946851920835
1248,129.2077421659687
1249,126.73791612900813
1250,125.96542640337552
1251,126.88272280362258
1252,128.16380268064378
1253,127.24036240102338
1254,121.0340507361521
1255,107.54695690804719
1256,87.24559554808056
1257,63.191648474153226
1258,40.07838409398446
1259,22.169276812312994
1260,11.33678292274526
1261,22.144462774449664
1262,38.6164091484046
1263,59.21520592503515
1264,80.50705234349533
1265,99.03992962715193
1266,112.59003597872696
1267,120.3754596226645
1268,123.26791691474621
1269,123.51858514294123
1270,123.12312671213898
1271,122.12482005025595
1272,119.03715974791768
1273,112.595373922634
1274,102.71048933747608
1275,89.41273462071669
1276,72.53116754534565
1277,53.226588301398046
1278,34.66501469002681
1279,20.091835835317102
1280,11.465641738153789
1281,21.337010932121345
1282,35.24302393102838
1283,52.01195514218379
1284,69.9517487333853
1285,87.37018724167517
1286,102.33601414302298
1287,112.66471789318642
1288,117.33208611460176
1289,117.48015692754421
1290,115.5276884879456
1291,112.97511066382636
1292,109.49343146812359
1293,103.70862116170144
1294,94.29152692689767
1295,80.7496118960393
1296,63.78319313962448
1297,45.59457641985817
1298,29.25708611025763
1299,17.061075206905418
1300,9.630454293982623
1301,18.733184158673406
1302,32.63327793571485
1303,50.396469261248654
1304,69.53550317504903
1305,87.14246317398351
1306,100.82148820070424
1307,109.29206014575077
1308,112.94149828184956
1309,113.5849557727282
1310,113.03635083059535
1311,111.47657880279628
1312,107.63765588241043
1313,100.57590556910685
1314,90.46845269412294
1315,77.7590610996363
1316,62.603640532837716
1317,45.88644132880451
1318,29.989854887597772
1319,17.493127041146053
1320,12.683970852325356
1321,24.303729579244674
1322,40.651876356303575
1323,59.70672129951507
1324,78.48143699951382
1325,94.17813229631297
1326,104.70823396270384
1327,109.28889691334034
1328,109.36036686252608
1329,107.91533654431669
1330,107.33625274149252
1331,107.88166487408868
1332,107.92590319729277
1333,105.3269817821213
1334,98.50105737116913
1335,86.45352021737021
1336,69.36454790956489
1337,49.58855425993875
1338,31.090566048900854
1339,17.11446788864559
1340,14.43635862361492
1341,29.73873113586538
1342,51.72812019919189
1343,76.1870682859904
1344,97.48191481543341
1345,111.18445585879488
1346,115.60604247799057
1347,113.40382732444405
1348,109.81039815160895
1349,108.23033131839507
1350,109.00084042213476
1351,111.27794355445221
1352,114.03499695086114
1353,114.96861336815856
1354,110.69696516736143
1355,99.02601355031902
1356,80.4252792681605
1357,57.71364971448575
1358,35.507834826787665
1359,18.36972115209026
1360,17.401628335624846
1361,37.241749416714136
1362,64.76693118959301
1363,92.89043791251032
1364,113.46800131028247
1365,122.27638091318512
1366,121.93348476206944
1367,119.22626330183417
1368,118.37820664681166
1369,119.01531519755028
1370,119.39543336798671
1371,119.01135564711704
1372,119.25825107680387
1373,121.00748311135456
1374,121.09274529760664
1375,113.70692633554545
1376,95.36134279733116
1377,68.24348118252219
1378,39.985432850281946
1379,18.71699519109537
1380,19.99591794436305
1381,44.488069686901476
1382,77.65361575007044
1383,108.6900445908278
1384,126.91503342527702
1385,129.56682039432363
1386,123.98104414463256
1387,120.07318195403096
1388,121.34303579251316
1389,124.39432964259363
1390,124.6437367975918
1391,121.67579988350431
1392,119.94711445068307
1393,123.4110239814973
1394,129.17462844639064
1395,127.62706086589495
1396,110.66133312191117
1397,79.86439460684291
1398,45.83691706739936
1399,20.302348785872525
1400,19.744275847261857
1401,44.89544201891189
1402,80.81313822189234
1403,116.96618516061771
1404,140.33330188780042
1405,144.87747101304444
1406,136.9073810568554
1407,129.5285860143623
1408,130.949209498778
1409,136.70700592529212
1410,137.1128787205108
1411,131.44952095799573
1412,129.15971484430113
1413,135.73873303311458
1414,143.40385401938744
1415,139.08890883602422
1416,116.76976769749534
1417,81.89164742514275
1418,46.25414268011888
1419,20.46396706541332
1420,20.084638006819453
1421,45.9067420994207
1422,83.09871309498602
1423,120.68535353035065
1424,145.49781101873526
1425,150.9263064641394
1426,142.6036760635886
1427,134.81063563363986
1428,137.22627725952879
1429,144.31864087716062
1430,144.50485238955582
1431,137.43508191483016
1432,134.623538387345
1433,142.09692708027796
1434,150.3797804688011
1435,145.23250842406318
1436,121.22407732377786
1437,84.66986636186176
1438,47.7713262515884
1439,21.296380829885248
1440,21.159512272572282
1441,48.14324823912934
1442,87.26201261713577
1443,126.30920388452385
1444,151.1453450939966
1445,156.0934751180782
1446,147.79020282531025
1447,139.91617465761968
1448,141.78925008578653
1449,148.77704082266325
1450,149.76747549819132
1451,143.741740074922
1452,141.49303675700094
1453,149.21811727872353
1454,157.83768799845188
1455,152.8968360051829
1456,128.24577195207976
1457,89.87593701116178
1458,50.803342946647646
1459,22.852127883315468
1460,23.651110049795946
1461,53.09940111561154
1462,95.7288212358395
1463,137.27703217140058
1464,161.95363278096525
1465,165.7824972677447
1466,157.64903825947118
1467,150.3443922147359
1468,151.3771951539434
1469,156.9663807205366
1470,157.96807748024034
1471,153.09339349462454
1472,150.8461318552812
1473,156.92488727269998
1474,164.9752969049569
1475,161.90891784835603
1476,138.78696971571523
1477,98.82037886070368
1478,56.294046522241594
1479,25.58596767486077
1480,27.180576724292713
1481,59.54373816991293
1482,106.06410817954952
1483,151.64373876556718
1484,179.19542101023762
1485,183.8693108563329
1486,175.07125456395238
1487,166.95185457823465
1488,167.99797447919795
1489,174.3088550919284
1490,175.6614872313546
1491,170.07302947358974
1492,166.53156961424597
1493,171.7668596204293
1494,180.06995921417231
1495,177.75679313606025
1496,153.90855519414006
1497,110.56607659763769
1498,63.46418116445109
1499,29.19622520205798
1500,29.699282551632727
1501,64.48891354733095
1502,114.34504393773199
1503,161.536311039269
1504,187.4865547788912
1505,190.135502343935
1506,182.0804783315901
1507,176.37489449833882
1508,178.53931383481702
1509,184.07883385747348
1510,184.32606705367297
1511,178.6990090835275
1512,176.082089268794
1513,182.13955146999504
1514,190.81308880685106
1515,188.56360756589356
1516,163.78104262378992
1517,117.97306094937328
1518,67.85777405905675
1519,31.472988885987768
1520,30.981112472572647
1521,66.64998208462431
1522,117.603524411835
1523,164.6068856955826
1524,188.82929521696602
1525,190.35148393639432
1526,182.98285753828682
1527,177.56488151101098
1528,177.88952643595675
1529,181.7797069153857
1530,183.1876511801205
1531,180.1780141272953
1532,178.22442140153072
1533,182.33893292458401
1534,189.4091493586121
1535,188.1740157163299
1536,165.3734151410115
1537,119.98671768119509
1538,69.05414996715226
1539,32.159552613830925
1540,31.58340089135933
1541,67.4429985642238
1542,118.38409322146536
1543,164.82370557142625
1544,188.15731905643662
1545,189.31062989510852
1546,182.43846576391152
1547,177.87584169737187
1548,178.78018336642086
1549,182.77471040762111
1550,183.99160315314003
1551,180.64990640441792
1552,177.808265938449
1553,180.3732319995961
1554,186.74253027957442
1555,186.8030264157199
1556,165.88056998850686
1557,121.11606082600956
1558,69.78684895042295
1559,32.546620660230474
1560,31.626096938426713
1561,67.25786083764785
1562,117.09674344529013
1563,162.6318482274716
1564,186.31681059831328
1565,187.7884662022139
1566,180.12884971138806
1567,175.10853817773128
1568,176.8349290269269
1569,181.44067866363048
1570,181.9402019973447
1571,177.65837949019178
1572,175.3750784794513
1573,179.82358061120678
1574,187.0016864015992
1575,185.2841975692041
1576,162.28454496987092
1577,117.87306658132118
1578,68.2818668514367
1579,32.024154406102824
1580,29.86112394310751
1581,62.62912885449357
1582,107.53723681645045
1583,148.79255345382367
1584,171.37588365712955
1585,174.0188353831656
1586,167.68675824424142
1587,163.00667552199312
1588,163.32056831070298
1589,165.9943687277319
1590,166.65795792824449
1591,164.38333753010608
1592,162.96592046838362
1593,166.25325743163762
1594,172.19287323375852
1595,170.7102766197969
1596,150.38368756749938
1597,110.63921552705193
1598,65.15512183206431
1599,30.7987903326342
1600,134.194004749305
1601,276.96499386729806
1602,478.79152168591736
1603,666.6502703232753
1604,767.8432678490977
1605,777.7790079577474
1606,747.8750989738606
1607,727.7644633259631
1608,736.5527359543663
1609,755.7196649424309
1610,754.2853279104676
1611,733.22614911569
1612,725.3448835011258
1613,748.3883825665988
1614,779.2936002154738
1615,768.6192377328035
1616,670.2745786829429
1617,487.65299347227835
1618,286.6207015827432
1619,140.26997584612326
1620,126.86359316726215
1621,262.807095952272
1622,453.5207974715012
1623,631.5005859316435
1624,728.5772897513506
1625,738.1567217671867
1626,708.4000634215278
1627,688.8660996322632
1628,698.2931389580949
1629,717.8497348583447
1630,717.4690547693215
1631,697.4699176105391
1632,688.6476889420096
1633,709.5359376708702
1634,740.2881384161515
1635,732.4943090600606
1636,639.7601874688178
1637,465.1046473954367
1638,272.43222473363153
1639,132.076415219986
1640,116.09752506250172
1641,241.64837298252544
1642,415.0842895865122
1643,574.7078513054366
1644,659.923589348909
1645,666.8886771365467
1646,640.7423828007443
1647,623.0116054114412
1648,625.900345801049
1649,638.06731717175
1650,641.2823799306312
1651,632.1366201208086
1652,626.8937623702158
1653,640.9350992729708
1654,665.1058654258794
