,FLux,T_ss_i,V_wind,T_amb,m_dot,H_rec
27,1154698.9969308435,601.3053713752835,7.884915083513413,311.4716365812591,7.179468199684926,16.051861776546005
28,1742889.559685083,797.5378139863813,5.649280622385276,278.77679102366346,9.5533514828373,17.310441662420164
29,740101.1210545815,722.6143128135225,3.870798589693586,312.1424895842498,4.543157057123145,18.26940119097956
30,1947311.2241296584,582.2736896563598,14.087477343396333,282.95558464813877,12.051368133453675,18.248536063408515
31,1139087.2117908376,771.400000341852,11.801956146562935,313.7422687887553,7.484241462683738,12.935035386794379
32,282238.5105741465,693.6535908758378,2.9464281444550036,291.27536723964556,10.552050951132516,15.998360681880133
33,1896030.6184253886,734.885826361769,13.158259610465608,284.74828545559524,4.947049686962409,18.083822326109093
34,1715411.9468581036,766.1264243155583,7.944330920326324,286.87572930230556,6.988108864703192,14.776780655002554
35,55128.040689122085,594.1723452407086,9.486444589766045,280.9485470458289,13.716266263695474,17.823120769743095
36,1776791.577111238,579.4270844763734,4.601503523243382,310.1043133920325,22.432995407926782,15.799574705553376
37,1185481.1409727624,725.5281589928522,11.987059663890216,308.99591038476655,5.328647205186643,17.14248352189478
38,2788727.5403482905,767.0295757942993,10.058604594919265,290.3993702474197,14.61491835884335,15.109407011354369
39,805938.8313673991,610.8398056424277,12.511402513819043,295.7257958220953,20.54159298311336,13.872952888829953
40,2527347.8451462896,829.1920350673822,6.241257959543947,291.0423182196916,18.43921302838533,13.82833163504187
41,846074.59670048,647.4808445400486,1.9501183965985474,277.5410698439012,9.293562829322426,12.497989592552713
42,2971636.099562432,569.5089926931969,8.77024056746239,282.3610626432954,0.5128848243896394,17.05768460067289
43,2212565.507920177,797.8905858192476,5.209341464561962,280.02334784942377,2.3650004442441404,15.52939109280769
44,223474.31069110776,794.1908980852968,3.7976592920130856,270.2290342088542,19.301196260264433,11.529402876965076
45,26183.060446115553,822.4962630473294,6.819094713078177,285.8601457895667,23.97916746024556,12.386008728477936
46,1331295.833706863,643.9164954663413,2.6352370449760594,309.7855839493903,13.448335202091801,14.87373390657395
47,1416717.4815054678,619.9400772661769,11.976238209410868,275.14930843719077,2.29065758043534,13.081911399908421
48,2583037.6157195526,716.9687315515371,3.5805970904198685,293.0993964113848,22.39606781673386,14.768387504036589
49,2744418.362560835,696.3447499005036,1.588995479825853,297.0309908041733,11.032973905965836,13.790114024665442
50,2969763.60991282,578.527791620667,9.541594801702775,290.4168747732397,17.819065751841627,14.388464625719873
51,1650175.3621335821,645.2746847949397,10.36756026150354,310.39843701513774,13.64090601425524,16.97399632935583
52,2113750.089896113,598.0547413811342,5.511587915668091,304.6756440967601,14.541434584093766,12.75811679165278
53,2441992.722921226,604.3884542600827,11.73524404705037,305.4210672530709,3.438068546995435,12.985686408535932
54,1179470.5752942653,779.9432089745247,2.5901320021472602,301.8624727835875,21.033146822065497,14.28037942069621
55,2647294.2166097243,629.0169209328645,8.188400478198973,305.1715151806225,23.28708241900854,14.568125768263837
56,340852.8760178424,565.2741348884751,13.1714913307856,277.25172607623705,18.945508771059167,15.177646328599966
57,2905929.715368774,805.6586243461367,5.841031872406528,299.11605285754797,18.228949373913036,11.876422112485365
58,1025125.7239603151,807.7248836744836,6.099278573027091,269.63907921754753,16.97498298176429,13.579085564739074
59,2877684.295393092,819.7479517700042,13.605452603043215,304.3172544001105,16.337886145303706,11.590218766673964
60,2916418.289617736,785.3150030158367,1.1675840081923459,277.2983177724753,12.023979716857724,16.621058544679062
61,2385352.5094447606,596.1816486504536,14.771539596434557,312.6305701066148,17.001062137036197,17.324931966419747
62,766002.2158607047,648.6753175269829,6.739832414371753,296.1935484443941,11.101204454690865,14.520480283166078
63,2012149.8159989028,678.1952509597525,13.76505769542161,288.08444846085445,16.062681863393188,15.457468972076896
64,2762438.967374428,588.1496158892808,12.055286986223596,292.61799437076917,15.457267604261316,14.894569721579378
65,2855003.199296207,651.2153571080823,8.601908072723157,275.88893953756093,22.08998006319277,14.551818871751445
66,856762.2042031455,736.9074418485961,12.392849567619843,314.88784917291446,19.643885678844185,17.086135165062267
67,2951219.477964302,683.4314504346421,13.195534442571475,276.1003851308214,2.9313091003920175,17.51366312242159
68,288936.6108057739,773.1581723241663,2.887202803201406,299.08332468683096,8.969987875839868,17.67330292021266
69,1001291.678537457,738.5824214990104,3.7366912344952032,300.61197541441976,12.982528266051393,18.03787313393266
70,1794309.2978830058,668.6192425302938,7.744037538574603,284.9321819302673,18.68038571130239,13.680558301741161
71,2191024.088318203,772.1404042465614,7.974922410380057,313.072709530191,18.5986442989303,16.813879174069072
72,442416.5175214958,714.9656279182716,13.359849082692048,277.4113846375857,5.275368285377642,16.708716259995334
73,576591.2316568956,571.9240417680525,13.726371237294492,274.16634383310645,1.7654897416758857,13.354071211903712
74,135902.10642949044,685.6907437870616,13.436802450349688,312.7149332181744,9.104935145889643,16.74396771801769
75,717610.8143290151,734.2695087370313,5.884226723413637,286.28173456767365,17.28152724621579,11.527240186597197
76,2945202.6077732258,723.7040705949472,3.5961186057392833,284.1755967170096,9.152364092200449,16.383809596541898
77,2159148.852286238,583.5931914049012,4.883555201979084,309.2328244672975,15.386101282792566,15.98326678014078
78,785922.7682570415,638.4305839199822,0.1419154194119583,294.7294781760852,10.383267458890819,12.099547314543317
79,2227225.007116272,786.7147351950689,7.870947724490703,308.1210367166785,23.880546253782043,12.684793145499924
80,2408371.4405413857,803.0002745038651,1.7644472153528754,285.57261270679106,6.621295189871645,12.178682838567026
81,2424419.3056168603,636.129057561579,14.24052362943181,292.9710045050416,0.7820177972490177,11.86717005195041
82,2693372.339993834,598.8105695574233,8.699041309040755,276.0807270741363,1.5931942441931368,14.861348718160507
83,2873084.3544849777,638.1653671068199,4.733568923020432,269.5321155219445,6.007812277181597,13.102175015593724
84,1999880.276091548,677.5349826899987,7.902124807020573,293.33558027997185,10.833978139555088,11.938471290230513
85,1432139.2353045295,665.9159336292842,3.248866093857673,311.3163092055344,14.437089668038949,17.303005442577696
86,2039983.9210680558,703.1972495282555,11.457377326438511,314.66935452807843,18.763204742809222,15.486012053341268
87,769455.4076384593,629.8061478666692,0.4719640875942003,296.3443929282046,11.414554630980835,15.031511378912331
88,898088.6562345058,574.9681798759548,0.8543384116484773,289.077290569317,21.668343614636466,15.404700557849107
89,1936935.8055623688,797.2914316880648,4.299696739260893,274.5599893042902,17.040993025220455,16.731222034479053
90,1584565.5204957034,649.1412744084599,12.940734594602432,290.10515991518304,4.278799830111023,15.300923509184654
91,2596703.5628131838,756.3559481711828,0.6989448374662701,277.9690130151892,11.23421147235889,12.461841826758029
92,2847576.2765288693,581.2080275264677,8.746642210623335,280.56017092034256,9.073364375977233,16.394713660610623
93,514147.51893047243,698.7578556048646,14.49323034087268,303.5118497436756,20.981912824885082,14.834481810305688
94,2920871.995006585,649.4596511416323,4.183422906470877,271.2560408282708,20.064569294345894,16.33226990484533
95,1385094.0094138621,776.0993299088605,0.757399948553799,290.1318085355098,17.755419321564826,16.962274793099326
96,543147.6393598123,738.6107705813016,12.12878456574725,297.6101560291026,18.067325315950345,15.492505410201247
97,2574785.6348428833,692.412398621251,10.533984592797301,314.07939799066787,13.690425781393829,17.104190906645034
98,370053.4736121906,763.900542999003,14.858885580533167,303.4596657024169,21.274208359517967,16.142305384167525
99,827677.8630146495,746.0758666551957,5.754476383471669,286.67179553824235,7.681274899868129,12.22948232668257
100,1880515.307677159,632.3521871606548,4.12349486544304,307.87943779924643,3.00779381407958,16.32423127672873
101,1602370.4997191748,604.7935513138616,12.539817214524515,291.8106613757552,20.944581144789417,12.19302642941224
102,1518329.7345131629,612.2932042112928,4.21553476880001,307.44185584243934,24.501234334640355,17.784431716545697
103,137906.0840132289,783.6326777410138,14.751179493928287,275.42111878055556,23.437336163837603,13.557810080250768
104,1037539.7982922514,669.698406705582,9.44057265241274,296.3246842998548,5.510780627873023,11.555132710929877
105,421983.57293419016,710.3631915126607,1.9096626069633025,287.95036458542324,22.763408313421966,17.759891780807422
106,1290408.2337113337,756.8097996524639,9.457772383223372,285.44793034634273,3.488507179022501,14.909172866146978
107,2514344.982926009,640.4093932214387,10.801356296706075,302.88892158579085,14.680781106756546,17.434790114716428
108,1012215.3593727459,747.7859154431002,1.871207403507549,271.99819970309994,14.639281118235507,14.223695884876408
109,1861533.9299478268,676.8389189506422,2.5706018373843778,311.81003002084094,9.72122581904073,18.221883510661634
110,1616379.5110006544,689.8185683430901,2.8570458395325278,290.49385069420185,23.57493935210954,11.603616544682321
111,306167.9608635086,701.5899787162657,3.680179519651606,284.8127424341101,23.407230106762047,13.396405825613009
112,1237554.8954162954,789.1802324017527,8.838988838040947,273.0894371570912,24.203320805725458,11.7506391813653
113,76052.46522829034,602.2499362281964,11.87319721999417,285.6531739498226,14.355539547430801,16.072523455096874
114,2092498.5407826612,745.0115165479706,5.959002488210925,281.07013250467566,17.380462728807537,11.455420175450543
115,1426621.3125850658,627.8498467484836,3.2376292886520686,303.89654550222986,12.257384220744415,16.561294257312625
116,511387.0459810027,659.6091684848657,10.658881645174045,300.1142433599231,15.275571528686012,16.19224285289601
117,2556059.176070307,665.1201995457683,7.489649431993518,275.115393432357,1.427832618973651,15.484419869713658
118,1892481.851422737,690.7829351954622,3.3327253387664593,301.1312594802015,13.217328793322082,15.383262736453931
119,1150909.9122884413,831.7096680249331,7.640680673532308,278.69375670500705,24.543011922556317,17.007363028504976
120,1405625.1976723627,696.5546582360446,11.385624468901112,310.2600667023171,8.484014292630615,12.625955570973264
121,1568591.0793704465,699.315132200305,10.459153449499729,282.50096141844745,9.606632712385066,15.065155066955121
122,293543.28154809773,748.0503532801578,2.2165005906286326,273.47688049964745,14.593191880891489,15.188977191399463
123,1590053.172825825,728.3976499687044,14.378845524212792,277.73184502077345,5.591733011876719,14.07564386649691
124,74687.04114265868,799.7887104965432,7.211336092851101,283.8984535586616,12.731675103932591,14.966469070006589
125,2767052.0757373143,628.8590122679236,5.972941081702015,305.67621313305193,21.327444163788297,13.778741114381347
126,2013406.2836677444,592.1734324041653,0.5588604536301124,314.9997432296109,9.316801769714685,17.539559535982622
127,994686.9200504707,713.7080018140338,4.585261621429205,292.7167152788864,22.87620525639682,14.040870532721852
128,2337893.6641156585,603.4696579135909,0.12191262169675186,300.35264942535827,23.36267918263952,13.273443512882455
129,1877117.327371378,637.0356777832872,11.654701149841223,315.0915739885401,16.73345856014003,17.488528949379255
130,2568075.1612381157,674.1911968812971,9.000316130777291,309.3918398548078,22.277837689079224,16.28746515143774
131,1373332.92756732,603.2971093041511,13.938486132755298,306.63462334073984,20.07552771075585,12.181358709296305
132,957397.1808049963,759.4831755213029,5.113120815964722,310.7296641366871,14.02184765065109,11.782349555807896
133,1916312.1792092943,705.4391931135074,4.701449457286705,283.61505880554336,1.8444387766348862,16.1693905763721
134,552219.264727074,629.1948154669249,13.801975851511523,273.90715064066643,11.929189697839108,16.517007707914452
135,666695.2704103838,736.1861089913263,14.056056598639298,272.7569032138218,2.1096858210724543,12.352110882912573
136,1347831.681718163,611.839818195742,11.71941939589737,303.31279582077116,20.848850635936422,18.06706187352987
137,2701314.206350373,691.415466166426,9.162350983896722,283.26976096604704,21.85513736933187,18.032862910064164
138,68768.7632943464,729.7708860859166,11.779358702532686,299.25959061167896,18.181918795517067,17.752359996344417
139,126818.37603118212,712.7948262449199,6.390496253988132,271.21483693966115,15.689491045080164,12.208305403279272
140,1409245.352243974,583.8324254012037,4.98944308327104,280.82953092055726,20.10670014056783,16.997236752070847
141,2469209.5540860584,735.473082283655,11.071738052488513,292.06415048721203,12.264397332881401,16.5669664899506
142,2166603.7957057795,801.8457662989977,10.960727947941924,274.2271027699391,7.444515428691575,16.553605230084138
143,31779.6561928174,571.2333921002719,4.641967962787794,292.8273520515781,23.75580708851285,17.569328623088506
144,300515.8381521162,740.8159353223145,3.365790055244944,288.786876444434,5.819385786497493,12.273839796408243
145,2696935.512566433,824.2349126063283,9.366044780158148,307.70411269385835,2.504955232332251,15.630633033188094
146,1398997.9559196974,586.2408377282248,10.065408758016705,270.9863429103301,12.20564585762818,12.462435622676365
147,1099172.5975201013,753.2215056732794,6.704385399893523,286.24807989069797,1.3907882334956176,16.465033889642086
148,1423872.364409342,806.7564480221542,1.4547055095787003,303.27707979401157,14.325959609588718,12.590690472722558
149,1176586.9137087502,817.0442363080059,2.6864532268658423,307.74839451800415,17.867234913250986,15.136529011394678
150,476132.9314041206,705.1361700247227,6.084918324768769,280.5174840866146,1.4767665441832398,16.113839992963584
151,1539364.4057985442,758.8538528239924,8.358132527597059,307.2391267502237,16.96140122182063,14.137034671252255
152,2707662.1897262437,770.0786658455297,1.281576469160458,277.89193686049833,15.437162457663883,16.175408694729914
153,1468288.114851254,673.8399294903783,7.168660451887301,279.68947982875164,10.3700996388209,14.616387002120405
154,2010302.0243554374,701.1130890384227,5.163820341992631,295.9210919758228,7.478310942412336,17.652343351032936
155,2745285.0078582587,599.2327263567698,5.3170662726794,306.4541533425726,17.49703302662545,15.550891908181253
156,2429664.092596103,764.9718715817487,11.235642699491772,296.6475581311178,23.002267429426336,13.428724450883072
157,2775406.6990511133,823.0460888018431,14.677251596039005,278.2050475034301,3.9573896380313447,11.841290877263988
158,1506794.654912199,721.0870271118881,0.3663247486467138,274.33914155662495,7.9921924836030716,12.35984087160785
159,352449.30496640847,663.8424033848733,2.3844229647761988,286.7106443132358,17.231785233743672,11.713141162927307
160,1782858.1315789272,815.2552357699964,6.455511333479622,283.56038259592054,24.82496230855634,14.732592686812488
161,1444545.2365923652,635.3399397960064,9.022704603299706,303.16541247329025,11.71031330392988,12.368621194348812
162,1182027.321984486,760.3290477804028,9.982044892013086,289.76566465631856,4.045960944841738,17.88729747581114
163,1992179.9923260028,661.159910667647,14.904329552424109,295.1979338153323,19.761084512423572,14.831773004711193
164,2658388.415412379,700.2739347257212,12.806216748683617,284.26413321613364,12.681917410000219,18.116676903243057
165,638126.1442537229,724.5537461473338,1.690331303959064,309.9887792412618,0.8202851443246639,11.66219212833937
166,1690543.646003235,820.8235470733648,2.3920645986093767,288.2486553850235,18.748283139583272,14.163788236645692
167,2463026.7131660157,716.6957215671065,3.7317095064448247,275.24221660800606,2.180368405816063,15.07435073945538
168,1269412.5632456306,677.1893758034228,8.926753560122172,294.66098712900697,9.184127491849479,15.311289926499962
169,461192.66942174063,601.4683643435183,6.285869250998242,281.792638050484,21.448261054112066,13.530886158219463
170,2072095.476836744,718.432931666668,9.728966514868892,289.8605146064692,18.91741252985381,15.750806129514674
171,1757956.872517837,572.2369291535795,12.106781538386524,297.0805880449331,16.823435260454136,17.049708552594712
172,2669126.161244304,816.0982160653919,5.667667234158353,297.47112434627104,7.404218946129668,17.07800202664785
173,525663.9627085559,574.3207282490289,0.9836679766722136,279.57063970074165,14.849780126486138,16.119570178133092
174,111414.63847558429,786.0414263337616,7.085832483742384,312.4238358296995,21.991801566569123,14.385276191458319
175,106390.0725697066,755.6832625325375,1.4771367874081156,302.71352024131875,22.253874680598727,11.809565604874818
176,505061.98487363214,727.7294257377118,6.162795860404287,273.2582259939466,14.118522793844315,14.316707883591452
177,104477.94738986499,614.5684399544721,3.207286615012393,281.0521489683164,23.07108590656909,15.242515025243598
178,1304502.2009276517,834.1799788402137,13.934868679500847,310.50987072340246,21.29911917354411,13.364490029921347
179,487467.75395851396,793.0367952427591,3.8596161015911363,271.02109688606123,17.649929223918463,17.578142400266714
180,2004615.6900412524,688.2578676305887,13.12841134369508,297.6882696081343,6.228722590555827,18.243314017117196
181,2031098.2948511008,611.0514281236577,3.0898594380488054,315.02728120384677,23.847433759410443,14.48237836995377
182,568442.9071107564,790.644975011612,3.263728964488556,288.6043608094941,2.405240290282327,17.12265665447096
183,2771463.194536874,669.0933448610456,2.048678266179938,280.4789475783595,3.799252924180183,12.107491915789494
184,265362.5591196838,773.3393497843094,11.183220500280541,301.518040921451,16.053355557857742,12.82129885561648
185,485673.53264465154,779.5281197261916,7.730729507306434,291.64541747573014,10.613808537948492,11.649715284285238
186,959252.1651286861,565.782650068397,0.3811111004880853,282.6449987429238,24.832970662805284,15.331958801853125
187,2218044.0022457666,691.7526182757093,7.800922845011754,302.54272149153945,19.359384381627482,15.656249106628064
188,226102.86275882056,658.0667868133407,13.22734823090118,269.56420171631817,24.903099483244663,16.77615472441419
189,2813262.8193393247,821.1255594544809,0.8926092231174584,290.1891990739118,23.923687706723694,16.84516400458811
190,1381111.6194188925,621.6862641754831,9.710383791322817,300.63159102840126,11.807983296123624,11.449989924794789
191,972219.545025563,716.0735120764157,9.410470925876046,293.6655759615579,0.6925692698948773,16.86165432027684
192,1850903.975450599,656.6265052954149,0.3100113879536057,314.2553527558313,3.2655786685727834,12.70654821193229
193,1751345.6077209397,702.623233345126,6.168457882616922,282.88702101532294,23.81772833379201,12.528068093480305
194,1988436.9878932573,576.7104777841046,2.6537966350808997,291.49308551652587,11.15873852845162,12.138246675312294
195,2497100.8902492756,609.2693658231847,4.199656125378416,278.2825776620953,7.280471243471242,13.664597466826375
196,2638250.8605295345,798.6401635034222,1.293307206351646,311.16840135717734,9.58846547903171,16.495929863298095
197,1571070.6637635983,714.7896382018357,2.2825557123059927,308.3638876505528,21.485363176134893,13.040640109514328
198,1979490.987699884,574.6279259705831,7.856110881812283,279.02934769253284,11.460585826550847,15.440235502478782
199,2208382.195025852,641.2553689804798,8.63200350026058,289.6669643896461,18.469966797848386,13.388710845530419
200,496082.5199131453,621.855312313701,7.0588645490008926,276.3439097883813,13.817029053559459,18.14461942090242
201,2323148.7357981517,634.8727981923929,5.615140346302594,296.0919679553174,16.026687441397215,17.82891397322782
202,2999555.0703631844,689.2938222880572,4.793311636056618,299.4361681577119,0.9310903254756916,12.051197155314192
203,2384713.9729247703,836.4198734679969,0.5359447651288087,293.85585853210273,22.230579607990084,17.661356396186804
204,102089.89315953574,749.1057116761001,9.172251091802119,287.2637992380105,11.736493711620614,11.920002861179302
205,2966467.1664907215,736.0471351301367,8.948500511694041,274.15517212211864,8.088845257599797,16.44138055558372
206,795164.8058843518,598.1939445980572,5.128020799306859,298.3639683079366,6.404166235426078,16.810985395752034
207,1723068.346995116,638.5085333096077,6.062353580293759,276.91649069140954,15.613645598375125,16.277103526361106
208,384646.7586773575,625.9533625685793,2.0821909834825183,308.4136392844088,1.626026948313341,14.586238052072481
209,2705244.185103756,831.9833356306272,13.867662095741567,272.1203133751658,19.56662286683057,14.919767696906302
210,62895.215376398446,740.4245356068241,4.309105797292669,306.0332454663134,24.62153534274253,17.225770037061476
211,365271.00279496296,617.0252591428311,3.810021468370487,287.66385933314035,19.149961841760227,12.734880364090479
212,494626.64738956734,649.6877723783244,13.693577374573264,279.8839362697763,9.86728067765385,12.285990317799703
213,2292273.452373948,781.273430245541,3.0440541464174227,285.0275671142811,13.252026395237891,12.096718390097703
214,2821821.0504415864,681.9432305315746,10.514695048492268,299.18379714780883,19.824095636021323,13.954383039048908
215,1345201.6070333824,654.9577079113099,3.2835277584907647,279.6242740879468,0.6183995404478809,14.35660275764611
216,2186230.693304115,608.896525523931,4.611433091989541,274.655503755203,22.70635348844486,11.8339136549851
217,2265002.4784431783,640.7037605999267,3.0056284772003288,295.68567534723087,7.106927838287745,18.177000135735
218,1553526.5068578557,688.6341981758937,3.9306167128442033,306.92264209958626,10.711340977739333,13.230699063687016
219,869010.3441093499,606.7830383693966,0.5762244028070188,273.1266098218189,10.081436333376669,13.100656390104868
220,763609.9106720935,589.7078529539725,0.4115761061333752,280.41599710359026,6.419398174393455,12.537326739615644
221,192678.3900654713,821.7088746238701,10.54916647641596,296.5714366386208,3.626207795293589,14.078371432186481
222,2344813.0789512456,618.7780453588524,14.79453446867448,274.76155754149397,2.469787709542061,12.569346161385859
223,1039367.2868965779,598.97925148004,4.754396955916704,303.6416150666905,18.80339536251276,13.232775858724256
224,992882.8060202954,641.5786390664131,10.576279044631146,287.58740657756044,1.6583898566432391,12.643311996006604
225,1447196.8521897981,650.9948190355283,5.793499029971421,293.74814450540396,14.139671739258889,13.811153416512079
226,1950347.660248595,779.0250421310826,3.5346045772489343,302.58467469898756,4.08987550244476,11.740107555056436
227,1474962.3260505563,610.5791463609402,6.564019692092666,276.52832286492173,3.892206337646618,15.164846921030138
228,40237.90249172587,694.9778222423656,13.105615932264753,310.49395820173515,20.498851821109103,12.610878384669931
229,1590713.3682286786,589.4305494834932,4.898517093204906,294.29478212165566,15.318847277272278,15.873757964116034
230,755396.3444282134,817.8188626474914,10.823665401043998,314.5785275108522,8.364516259252397,16.374351063197146
231,1049254.8769567301,710.267046292765,3.3526281398446383,300.70907164820187,18.639537714045364,17.492324728924572
232,521295.81084266776,620.6461717929591,3.9125854373391147,301.3345357774366,2.6571031362020814,13.58453285894501
233,392134.745750812,653.6172821943835,12.366487927452226,297.12874492834965,16.250374994182792,16.932240747779744
234,687592.1400741008,608.4590730512274,2.1160752709296484,274.8564447562065,22.600769061476846,14.741195639567342
235,622904.0082980779,573.6740058786239,0.4463584830757089,299.29122466614024,20.81589587194981,12.24044291115084
236,1746457.0613938407,627.4011546508408,5.327140751651145,290.75783783793156,8.992592615840984,12.422354203815022
237,49908.85556186381,753.690625255664,10.679072629182864,273.5716394185909,23.720564220404764,17.367369112453392
238,1341989.7939330235,642.4643685041967,12.781157210219087,281.8905834219513,12.890285906504264,15.78792633940833
239,1760638.828643729,745.4886924440086,11.624436344083621,305.38893419185393,8.11726153395021,14.594431988570129
240,2502110.361978644,623.7745820264585,14.351734776895018,296.7934277168547,7.031072817894405,16.479163451703922
241,2928715.6434819526,644.0248615102846,9.590026696378443,292.994643194099,22.563722263442095,17.73912773066366
242,1654756.9708835634,681.042441714794,3.826666803078397,298.56592407023646,1.1266034517674006,12.253111109300088
243,185518.90528549292,670.0614750420225,6.750218731727878,287.483607969617,24.736033181775404,14.006050389495968
244,197648.560391513,739.5973564065598,5.004846154114782,291.5769925093735,22.15100677003538,12.018351300352032
245,1897397.6177339368,800.5639651779932,8.103448160231592,272.5417464416877,6.514370890085489,13.976328730095242
246,296867.9275711096,785.8679895537074,10.944163289872563,305.31176281072953,21.356348046589652,14.902550615655977
247,733627.5070161443,818.4606035245184,0.056916120164696944,309.172372467468,16.156240333969762,16.887552972244702
248,527935.9609082928,570.0404395174143,2.267942211281774,295.96183930650665,6.185787406236715,17.881484356169675
249,1735995.005237036,815.3322746445094,11.919706982524056,314.95381921675215,1.5553064816046835,15.575729601427629
250,173253.89098644405,808.8690638074268,0.20535902430405342,309.9241888687559,21.23834311912342,17.63263038847586
251,1162573.472498136,726.401003364256,10.89840618209344,296.8184882377781,6.900041702187059,13.001517142920001
252,1816190.309108296,576.3171125414693,1.7492018548079415,310.8360693834775,24.25051072345944,13.285525913500152
253,706873.8534075081,709.7811430145994,8.994019068535861,271.5326259133688,10.286841116792672,16.872804015684732
254,840106.8578882022,582.0815652509223,4.4027444996634415,290.0773600404908,17.903726441570598,12.866666904310751
255,1502211.5186635603,727.2667916291595,14.110463915696771,288.3607686099817,23.314458758630433,13.402643143664687
256,478333.6139879324,593.1701498814421,11.928435421179918,285.15325229470767,9.934213868642905,11.686327586957296
257,2334923.4132438526,685.0799466332259,14.954036424853701,298.09605304136676,22.355784428343963,12.352907292766771
258,1498026.915993536,715.6395700295166,13.622772286017815,313.49160476127093,13.06826725861114,16.01452043242768
259,1335611.1993322207,574.0716117232765,3.3761473102548587,306.2113050732271,19.197735789678624,13.496482348518484
260,2818535.1231950717,577.2680241365432,0.03812472474768491,304.1694197729705,19.932881315490114,18.189922462851975
261,1218732.1112474338,641.1633219196979,3.6474637548206106,290.94084523526686,18.329278679900984,17.527642836821606
262,178086.74796469283,659.9633222671036,6.707990683179873,305.29093141407,5.673814837684057,11.89906563211001
263,473327.7154841166,646.1588691414104,10.242565436539877,277.62572019491694,9.917145841605286,14.36238635526804
264,1126602.1816312547,789.6312204745709,6.6734703155342565,300.884431094807,16.619887581439123,15.225000536642318
265,219525.0328990039,828.3130479882477,14.888652821242317,310.2898232229818,22.45468004178324,16.527746729018034
266,2279351.3080143332,790.2006823277079,2.03614436059705,297.7725535738682,3.715848399712708,13.223073751273148
267,1390698.3342074438,587.810188459584,13.981545647183427,291.22509902237545,2.0711955386256125,16.1843580454328
268,1486268.4567781952,694.2335894013088,9.934813440944827,280.0047134066474,15.172928833320768,16.950558634325215
269,2246061.374471783,769.4774720009115,6.052063217447388,313.83026850309335,2.328341222906725,14.294501540695496
270,1670246.180034922,833.0467063605066,6.49755341058767,275.0508968345491,21.202056560986957,13.310240523775116
271,2898178.624178466,805.2213330003302,1.6784696143942557,303.045699029476,17.18796252359582,17.28764886861954
272,1965407.1853036692,712.7347439391132,5.896618039716132,283.46631648394407,9.649115987830585,13.069611226360806
273,1519272.1778937601,677.7516734379966,12.343665049490268,287.874794283592,0.5898351784131002,16.579637233565492
274,1637400.1254655356,659.100453811182,13.677138982997597,288.1183822723314,6.251724262130098,14.657744422923962
