,Day,Month,Hour,DNI (w/m^2),Elavation angle,Azimuthal angle,DB temp,RH
120,9.0,1.0,19.0,0.0,6.732185939959237,248.3417113404333,34.2,11.5
121,19.0,2.0,20.0,0.0,-9.450571089373241,251.23749825755087,25.6,17.6
122,20.0,4.0,5.0,0.0,-26.02549092313471,91.06874183804064,6.5,94.8
123,17.0,1.0,18.0,93.0,19.32504407468592,256.11709882820804,33.4,19.8
124,7.0,9.0,2.0,0.0,-59.95610051769728,133.11797391618018,8.3,21.0
125,2.0,6.0,19.0,0.0,-15.90511665412835,286.85594970836564,11.7,37.2
126,3.0,1.0,21.0,0.0,-16.247624227129222,231.74959248104338,28.0,13.2
127,5.0,6.0,15.0,422.0,28.056047862420613,321.39967089800206,18.6,27.7
128,29.0,10.0,6.0,489.0,2.0628885917242883,103.83426905516724,19.9,47.1
129,13.0,9.0,22.0,0.0,-46.60698062185892,243.0386503256413,11.2,27.4
130,25.0,11.0,9.0,898.0,43.46235793802462,92.08809505361758,34.3,17.0
131,6.0,3.0,20.0,0.0,-12.840600566242372,255.80601946716962,27.1,15.3
132,25.0,9.0,17.0,33.0,19.259708281255243,280.3627060940188,21.4,8.0
133,8.0,12.0,2.0,0.0,-34.28861638774539,154.07700171067881,21.1,13.4
134,10.0,12.0,15.0,756.0,55.58026778537605,270.6429384050076,37.3,15.6
135,31.0,10.0,18.0,0.0,10.70088533315213,260.00290489157754,26.4,17.7
136,22.0,3.0,16.0,109.0,34.859030127103495,292.66679107619353,33.7,19.1
137,25.0,1.0,14.0,1041.0,71.01643731630824,295.3823942171699,31.0,16.1
138,18.0,11.0,11.0,952.0,69.17256761103896,67.40490039606486,33.1,22.1
139,4.0,12.0,2.0,0.0,-34.588538334271576,153.41050481424674,13.8,54.3
140,22.0,4.0,0.0,0.0,-71.59469714874814,152.5588228821907,13.7,34.4
141,29.0,7.0,5.0,0.0,-30.858484885142687,83.86834440766793,10.9,30.4
142,26.0,6.0,23.0,0.0,-67.43370486186598,262.6470080496514,10.1,64.7
143,1.0,6.0,0.0,0.0,-80.05868092136242,129.33011182350674,13.8,51.1
144,15.0,11.0,1.0,0.0,-42.3107344901407,167.32379129701695,12.1,32.1
145,13.0,12.0,23.0,0.0,-34.06690433735143,205.1568777789634,23.5,26.3
146,9.0,12.0,10.0,1037.0,56.2091710242469,88.81371340858371,35.5,14.6
147,13.0,12.0,3.0,0.0,-27.044539533832065,141.04234885078674,19.4,22.1
148,10.0,1.0,13.0,971.0,82.4854555131493,327.5218482617536,37.3,9.3
149,28.0,11.0,6.0,234.0,4.93480734884686,111.40801212816882,25.0,8.7
150,13.0,1.0,17.0,539.0,32.21640172823955,261.170743012131,31.9,16.3
151,20.0,5.0,16.0,223.0,20.329582918656186,307.7203353323882,23.5,29.9
152,27.0,8.0,17.0,0.0,15.665459690295293,291.4333954230863,20.7,23.2
153,26.0,8.0,8.0,894.0,12.414226045102865,70.32972425809162,16.7,32.3
154,5.0,9.0,20.0,0.0,-22.196647782615543,266.1034273365399,12.5,13.7
155,31.0,7.0,12.0,730.0,41.932860111410875,13.416105883262485,21.4,15.6
156,1.0,1.0,20.0,0.0,-5.377801925856971,240.08910299062535,27.2,10.6
157,10.0,8.0,17.0,0.0,13.341195507082062,296.6048153975961,20.6,19.0
158,2.0,9.0,13.0,914.0,52.77292435337059,349.9108568749828,28.9,13.8
159,29.0,5.0,7.0,760.0,-4.441046281116542,67.93059787145836,5.8,53.3
160,13.0,10.0,5.0,312.0,-14.036598617349327,106.65695702670912,4.7,39.9
161,3.0,1.0,10.0,1038.0,53.75302540259588,90.48559092202997,29.6,16.4
162,6.0,9.0,21.0,0.0,-35.135910153782376,257.4659074902995,12.0,20.8
163,5.0,7.0,5.0,0.0,-31.801510014370933,79.38501642500506,8.4,43.3
164,4.0,12.0,14.0,1053.0,67.916751498335,281.44122614878745,30.9,10.2
165,23.0,12.0,5.0,665.0,-7.696072635422055,121.98727467251808,18.5,41.3
166,2.0,12.0,22.0,0.0,-28.674458969505352,218.86962661573762,21.1,39.2
167,27.0,6.0,2.0,0.0,-70.94342396446444,100.85162665632609,7.7,81.1
168,11.0,4.0,10.0,1020.0,37.42903234952267,52.072766933407515,23.2,29.3
169,19.0,10.0,23.0,0.0,-47.22774767867958,209.9453584014355,19.7,38.6
170,7.0,4.0,12.0,792.0,53.821267270726956,16.180138714732426,32.0,26.9
171,17.0,6.0,8.0,624.0,5.725112816565698,59.4789189029439,10.6,27.5
172,26.0,1.0,14.0,1001.0,70.93043853849844,296.10575634425186,34.1,10.8
173,4.0,7.0,2.0,0.0,-71.09979595933592,102.3517378859871,5.1,63.1
174,5.0,4.0,5.0,0.0,-24.392462446615355,96.93922678885265,15.4,48.5
175,4.0,4.0,0.0,0.0,-65.10558003421664,156.36640617422293,22.4,51.4
176,23.0,6.0,16.0,114.0,18.74680705967627,311.47619178430955,19.1,30.7
177,10.0,10.0,17.0,133.0,21.058075137086007,274.35393493073565,29.8,10.6
178,10.0,2.0,16.0,0.0,43.99186963223147,277.15640537915743,32.5,33.5
179,30.0,12.0,15.0,440.0,57.69585924901567,271.0979687548594,36.2,18.6
180,30.0,12.0,6.0,523.0,3.1668298207029295,114.77209056495603,23.7,27.7
181,31.0,8.0,13.0,835.0,52.08626311745699,350.35261198919335,23.0,29.4
182,15.0,11.0,21.0,0.0,-22.670843013268367,232.21354050814512,18.3,14.1
183,23.0,3.0,20.0,0.0,-17.233296695304972,261.15885422673773,27.6,31.8
184,26.0,11.0,0.0,0.0,-40.42967331460028,172.7989050415014,21.1,30.8
185,24.0,2.0,7.0,637.0,6.9742939532653025,97.35356855632557,25.9,60.1
186,5.0,6.0,6.0,85.0,-17.53542656226533,73.48702920506963,5.8,92.1
187,14.0,2.0,11.0,928.0,60.29431055701051,64.99194752661874,37.0,13.2
188,12.0,9.0,14.0,723.0,50.746670865992925,323.7746054548596,28.2,13.1
189,8.0,7.0,3.0,0.0,-58.054779877422874,92.5224327315832,4.5,47.9
190,22.0,10.0,20.0,0.0,-16.047920978832735,247.91684968619563,23.5,8.9
191,11.0,1.0,19.0,0.0,6.758817890866354,248.68104735661575,33.3,11.9
192,7.0,8.0,21.0,0.0,-37.98911202502654,269.4723332748035,12.1,23.7
193,15.0,9.0,7.0,336.0,4.776865003064657,83.49941639559847,20.3,14.8
194,18.0,4.0,9.0,966.0,25.061481962187074,61.116366084906865,19.3,20.5
195,5.0,1.0,16.0,833.0,44.97298088821316,265.4995451055595,35.5,8.6
196,22.0,5.0,14.0,778.0,36.876927587004666,333.93392543224724,25.2,23.3
197,9.0,8.0,6.0,172.0,-16.466303160024083,80.26027663950954,10.5,35.4
198,8.0,3.0,0.0,0.0,-54.46118161173399,159.5566327617981,26.3,17.1
199,26.0,6.0,6.0,38.0,-18.818986409841074,72.99085275578452,11.1,47.5
200,3.0,1.0,0.0,0.0,-37.74152640831831,168.41560785328585,23.6,24.4
201,19.0,10.0,14.0,954.0,59.97573320283219,303.9715545964864,29.7,20.1
202,20.0,9.0,11.0,868.0,53.23060416537745,39.177395230882006,36.2,8.3
203,30.0,11.0,10.0,1035.0,56.589975470999455,86.24071235032442,30.8,26.3
204,15.0,11.0,8.0,1041.0,29.998766048453284,95.63167997867181,21.5,18.8
205,24.0,5.0,15.0,528.0,29.318065735895807,319.8004468316349,25.3,31.6
206,16.0,3.0,3.0,0.0,-45.48441776300206,127.60254583654691,21.4,43.7
207,27.0,3.0,19.0,0.0,-5.135990688981906,269.80278934741904,25.7,45.2
208,29.0,12.0,14.0,670.0,70.72121777416258,280.96491193338886,33.6,28.3
209,8.0,5.0,4.0,0.0,-40.99590621677774,91.99585031413007,12.3,44.3
210,7.0,8.0,7.0,753.0,-3.947164909822547,73.1400572438161,7.2,41.2
211,3.0,7.0,21.0,0.0,-40.71698510073213,276.9347365199036,8.9,50.5
212,4.0,10.0,7.0,724.0,9.776473253265124,89.20976524306366,12.0,52.9
213,25.0,11.0,14.0,408.0,66.63967292591914,284.372529877137,38.3,13.9
214,5.0,12.0,9.0,1078.0,43.24942833042884,94.64187634041039,26.2,25.7
215,18.0,2.0,9.0,1052.0,34.13993529012534,85.18741954902397,26.9,14.8
216,22.0,3.0,3.0,0.0,-46.834193938797654,124.71659447090923,22.2,28.0
217,26.0,2.0,1.0,0.0,-52.40147641314695,175.54383879684573,20.3,47.8
218,19.0,8.0,20.0,0.0,-23.75858415955142,272.4391561816698,11.4,36.9
219,7.0,2.0,4.0,0.0,-26.300264009930473,127.50203967201462,23.6,16.8
220,6.0,6.0,16.0,16.0,18.787029605250183,310.21815361920795,19.4,25.5
221,15.0,10.0,1.0,0.0,-52.1918251695233,164.20836164133505,19.9,50.6
222,6.0,2.0,12.0,800.0,72.98041812702306,44.83832188682195,35.6,21.4
223,18.0,5.0,11.0,823.0,37.273776222787404,27.541018723660823,25.3,38.0
224,16.0,4.0,12.0,804.0,50.749550783231385,13.944397892188821,18.0,56.9
225,1.0,11.0,12.0,770.0,74.95698445444191,18.350945861332953,34.7,16.1
226,23.0,1.0,21.0,0.0,-17.07795382541616,235.47554351271793,23.6,31.4
227,9.0,7.0,5.0,0.0,-31.806016323282492,79.89413135701646,5.8,48.8
228,1.0,1.0,18.0,281.0,18.852019542344337,253.40439663214426,30.2,6.9
229,23.0,10.0,4.0,0.0,-23.76017978674132,118.50989988996898,15.2,9.7
230,28.0,7.0,0.0,0.0,-76.66049469380425,131.74977460096613,16.4,24.2
231,10.0,4.0,16.0,628.0,29.246599671001746,298.48680785837917,22.1,26.6
232,19.0,9.0,16.0,312.0,31.134273346616858,291.7815091105413,32.5,34.9
233,21.0,12.0,23.0,0.0,-33.40906674703008,205.90368990261462,25.6,44.6
234,12.0,1.0,17.0,239.0,32.19249125991233,260.9573296787794,34.1,22.9
235,8.0,1.0,12.0,977.0,78.74704693961019,59.315765567487695,38.8,7.5
236,7.0,4.0,20.0,0.0,-21.06790519808358,265.94089532807806,27.7,31.8
237,24.0,3.0,9.0,718.0,29.145947114725878,70.88450659282213,27.3,31.0
238,2.0,3.0,15.0,547.0,52.54925685886636,297.6235911358582,34.5,21.0
239,2.0,12.0,6.0,612.0,4.968841818469173,112.15902141316305,19.7,30.7
240,23.0,12.0,22.0,0.0,-26.122863630234235,219.6619096084614,21.6,30.7
241,24.0,12.0,2.0,0.0,-34.212513746235985,156.3014822341598,17.7,40.9
242,16.0,11.0,12.0,1052.0,78.94282100797642,26.67708134733891,32.4,9.9
243,13.0,11.0,23.0,0.0,-39.88778599013011,205.22197857775248,14.7,41.4
244,1.0,4.0,7.0,0.0,2.37388253248794,83.89973129540176,23.7,40.1
245,18.0,3.0,17.0,464.0,23.390358239998363,281.956641320117,25.7,13.7
246,23.0,4.0,8.0,913.0,12.342092120778744,68.55825446936691,18.3,24.9
247,30.0,4.0,2.0,0.0,-65.4346568607724,120.12455488990861,19.2,44.0
248,3.0,12.0,20.0,0.0,-8.458646382528684,239.27624863678798,19.6,28.3
249,26.0,12.0,5.0,647.0,-7.9820147616585615,122.13739637378002,21.6,24.8
250,19.0,11.0,2.0,0.0,-36.666923893658875,150.62814608165806,17.2,41.1
251,18.0,9.0,7.0,609.0,5.578903040199336,84.37793304383877,21.3,6.6
252,30.0,1.0,20.0,0.0,-6.315355220632327,245.68841706905587,31.7,16.4
253,30.0,3.0,16.0,130.0,32.485484978998464,295.24482092832915,20.7,43.5
254,23.0,2.0,4.0,0.0,-29.932029391024116,122.90764124622582,22.2,64.0
255,18.0,12.0,20.0,0.0,-6.45395981735615,238.99488008645596,23.8,29.4
256,28.0,6.0,19.0,0.0,-15.354285349376767,288.56511969078565,11.1,42.8
257,12.0,2.0,20.0,0.0,-8.144746385773772,249.20009216894726,30.6,23.7
258,17.0,10.0,0.0,0.0,-52.293273585901346,171.58433250584815,21.3,42.0
259,13.0,9.0,5.0,0.0,-22.05409664496021,97.49803994973249,11.6,56.9
260,14.0,2.0,19.0,0.0,4.137064707425566,257.10250873875765,30.9,19.4
261,20.0,4.0,3.0,0.0,-51.93051525784389,109.50073521449967,7.3,94.7
262,18.0,10.0,20.0,0.0,-16.7279531910779,249.25870446717363,21.0,34.8
263,11.0,11.0,21.0,0.0,-23.52036160120261,232.96421336672813,19.1,37.0
264,21.0,8.0,17.0,0.0,14.859054886767893,293.4109849789624,20.3,19.9
265,4.0,11.0,19.0,0.0,-1.4614806795857902,251.9435868726482,23.9,8.9
266,2.0,2.0,10.0,1048.0,49.61623329192456,82.948074860432,30.5,10.3
267,18.0,9.0,2.0,0.0,-56.06492812234504,136.56655411944615,10.4,16.8
268,28.0,3.0,11.0,0.0,50.4938559931136,42.167282235129775,26.2,44.3
269,22.0,2.0,20.0,0.0,-10.07018249719303,252.13275770352845,26.6,47.9
270,12.0,10.0,7.0,916.0,11.699055342178482,91.6998098954536,13.9,39.2
271,11.0,3.0,19.0,0.0,-1.0802122067873228,264.825283929678,29.2,16.2
272,29.0,6.0,3.0,0.0,-57.898588943536794,91.04862326051945,9.6,44.0
273,31.0,3.0,12.0,668.0,56.26426107915342,18.312308956580427,19.7,38.3
274,10.0,7.0,5.0,0.0,-31.798025408070615,80.03802856127322,8.1,54.5
275,3.0,8.0,17.0,3.0,12.373884836477416,298.3068634873372,20.6,28.2
276,21.0,2.0,21.0,0.0,-22.04313611519298,243.20144868763396,24.7,43.6
277,22.0,1.0,2.0,0.0,-38.509176270575296,157.796449694739,23.4,39.6
278,12.0,8.0,15.0,337.0,34.80442994576465,317.87823460386073,22.8,14.8
279,18.0,1.0,10.0,889.0,51.77893231571463,87.78686821248537,33.8,26.1
280,6.0,12.0,6.0,933.0,4.923704809691472,112.82615865202919,20.4,18.6
281,24.0,8.0,12.0,955.0,49.03791703432202,14.341975331105287,13.4,33.5
282,26.0,12.0,3.0,0.0,-27.60943887258658,142.48823895115703,19.8,23.8
283,30.0,11.0,4.0,24.0,-17.95260225423118,127.87375819054104,13.1,40.7
284,16.0,7.0,7.0,582.0,-6.236712088587723,68.85754260424712,6.1,85.0
285,7.0,11.0,0.0,0.0,-45.26521405945812,173.30939650067108,17.2,20.4
286,11.0,7.0,11.0,840.0,33.75859670478487,28.281778341499116,20.7,23.5
287,3.0,10.0,19.0,0.0,-6.088317274376692,262.5800255085443,17.7,13.7
288,24.0,1.0,12.0,1078.0,75.91707985748172,52.486938356621614,28.4,19.3
289,10.0,10.0,8.0,869.0,24.397786345347555,83.69507993473715,27.5,5.1
290,1.0,5.0,18.0,0.0,-0.06829904062560388,286.8621970111262,23.5,21.6
291,12.0,4.0,2.0,0.0,-61.90384783498831,131.66076130517735,15.2,33.7
292,28.0,10.0,0.0,0.0,-48.455615992314364,172.84287818100603,21.0,67.6
293,9.0,12.0,7.0,891.0,17.218104648840935,106.96990078379575,27.4,19.4
294,5.0,10.0,4.0,0.0,-28.575899374525832,113.18251698103504,5.8,53.3
295,7.0,11.0,12.0,1006.0,76.72683224513212,20.925748462152324,32.6,7.3
296,16.0,12.0,7.0,542.0,16.795521959919242,107.79155806895409,19.6,67.1
297,4.0,9.0,18.0,0.0,3.9553300454539198,280.7868220118941,18.8,17.5
298,13.0,9.0,16.0,400.0,30.233087339964015,294.3308220338163,22.7,16.4
299,26.0,5.0,14.0,595.0,36.212813417343455,334.4140245322376,27.2,25.0
300,3.0,9.0,3.0,0.0,-50.161495729262725,113.95769003114539,8.6,28.9
301,22.0,11.0,0.0,0.0,-41.286504870886404,173.03349327667712,18.7,46.7
302,11.0,3.0,3.0,0.0,-44.28864736190209,129.86176655057977,23.0,32.3
303,25.0,6.0,12.0,642.0,37.298247364908235,10.915248366316105,21.8,17.3
304,9.0,2.0,18.0,0.0,17.82031826717585,262.3146604003542,33.8,27.3
305,20.0,4.0,23.0,0.0,-61.94047665409005,236.81161756097512,12.7,52.1
306,14.0,1.0,6.0,807.0,1.0228198427368511,113.97876623331337,21.1,30.8
307,24.0,8.0,22.0,0.0,-49.369503623332804,253.37168540230613,10.7,35.4
308,25.0,10.0,15.0,995.0,49.076773186392764,285.76894745029006,26.2,7.9
309,22.0,11.0,16.0,781.0,40.02839644497533,267.086360062122,33.2,20.6
310,19.0,7.0,3.0,0.0,-57.83932353916987,95.50919407044825,4.6,38.1
311,8.0,9.0,21.0,0.0,-34.910780577060834,256.57382141161827,9.0,31.4
312,25.0,4.0,1.0,0.0,-73.25039241160124,157.13227865445322,16.8,34.0
313,4.0,4.0,4.0,0.0,-37.17986403218741,106.1318209373034,19.7,55.5
314,21.0,1.0,1.0,0.0,-41.31798792696634,175.7501790942627,26.8,46.3
315,26.0,1.0,4.0,0.0,-23.63590529033192,129.81077703625198,22.8,18.7
316,23.0,5.0,5.0,0.0,-29.23927147320306,81.32061308388448,13.9,47.8
317,20.0,12.0,22.0,0.0,-26.336340147613896,219.3962274515117,26.8,23.1
318,7.0,10.0,8.0,871.0,23.668244794504105,82.70012075943436,24.0,37.0
319,22.0,8.0,0.0,0.0,-71.29679850452109,149.1971907192937,12.1,27.7
320,26.0,1.0,15.0,950.0,58.369296194711694,280.2076370190761,34.3,10.9
321,28.0,11.0,22.0,0.0,-29.41131803541471,219.02313018055702,25.0,24.4
322,18.0,1.0,23.0,0.0,-34.606646197582805,210.31890127378577,29.0,39.5
323,11.0,7.0,22.0,0.0,-53.3235612434911,269.5684500186366,13.1,32.3
324,29.0,8.0,10.0,703.0,36.25177116363449,50.54242083453242,24.9,32.8
325,2.0,1.0,8.0,1034.0,27.7349528470574,102.50594896893588,24.6,21.4
